CASEID,POINT_X,POINT_Y,YEAR_,LOCATION,CHPTYPE,DAYWEEK,CRASHSEV,VIOLCAT,KILLED,INJURED,WEATHER1,PEDCOL,BICCOL,MCCOL,TRUCKCOL,ETOH,TIMECAT,MONTH_,CRASHTYP,INVOLVE,PED,PRIMARYRD,SECONDRD,DISTANCE,DIRECT,INTERSECT_,PROCDATE,JURIS,DATE_,TIME_,BADGE,JURIDIST,SHIFT,POP,SPECIAL,BEATTYPE,LAPDDIV,BEATCLAS,BEATNUMB,WEATHER2,STATEHW,CALTRANC,CALTRAND,STROUTE,ROUTESUF,POSTPRE,POSTMILE,LOCATYPE,RAMP,SIDEHW,TOWAWAY,PARTIES,PCF,VIOLCODE,VIOL,VIOLSUB,HITRUN,ROADSURF,RDCOND1,RDCOND2,LIGHTING,RIGHTWAY,CHPRDTYP,NOTPRIV,STFAULT,CHPFAULT,SEVINJ,OTHERINJ,COP,PEDKILL,PEDINJ,BICKILL,BICINJ,MCKILL,MCINJURE,RAMP1,RAMP2,CITY,COUNTY,STATE,X_CHP,Y_CHP
6164283,0,0,2013,109,1,6,4,3,0,2,A,,,,,,2100,7,C,C,A,RT 880,10TH AV,200,S,N,3/25/14,9370,7/27/13,1830,18843,,2,7,0,1,,2,177,-,Y,,0,0,,,0,,,,N,3,A,-,22350,,N,A,H,-,A,D,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.15722,37.47191
6164287,-122.2054001,37.75070572,2013,109,1,6,4,3,0,1,A,,,,,,1500,7,C,C,A,RT 880,66TH AV,1430,S,N,3/25/14,9370,7/27/13,1300,16710,,1,7,0,1,,2,176,-,Y,,0,0,,,0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.20525,37.75064
6165732,-122.2649554,37.80187988,2013,109,0,2,2,18,0,1,B,,Y,,,,1200,7,H,G,A,14TH ST,JACKSON ST,109,E,N,3/19/14,109,7/16/13,946,9091,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,N,3,C,-,0,,N,A,H,-,A,A,0,Y,-,-,1,0,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6165736,-122.2147731,37.77731323,2013,109,0,2,4,12,0,1,B,,,,,,1500,7,D,C,A,FOOTHILL BL,ROSEDALE AV,0,,Y,3/19/14,109,7/16/13,1339,8480,2,5,7,0,0,,0,24X,-,N,,0,0,,,0,,,,Y,2,A,-,22450,A,N,A,H,-,A,A,0,Y,A,7,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6165740,-122.1890432,37.76745605,2013,109,0,6,3,12,0,3,A,Y,,,,,1200,7,D,C,F,64TH AV,AVENAL AV,0,,Y,3/19/14,109,7/13/13,1002,9090,2,5,7,0,0,,0,27Y,-,N,,0,0,,,0,,,,Y,3,A,-,22450,A,N,A,H,-,A,A,0,Y,A,1,0,1,2,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6165744,-122.2731631,37.83374405,2013,109,0,6,4,3,0,2,A,,,,,,1500,7,E,I,A,MARKET ST,44TH ST,0,,Y,3/19/14,109,7/13/13,1405,9095,1,5,7,0,0,,0,10X,-,N,,0,0,,,0,,,,N,1,A,-,22350,,N,A,H,-,A,A,0,Y,A,7,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6165935,-122.1962032,37.74553299,2013,109,0,2,4,9,0,2,B,,,,,,1200,2,D,C,A,HEGENBERGER RD,COLLINS DR,0,,Y,1/30/14,109,2/19/13,1131,8180,2,5,7,0,0,,0,31Z,C,N,,0,0,,,0,,,,Y,2,A,-,21802,A,N,B,H,-,A,A,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6167105,0,0,2013,109,1,5,4,3,0,3,A,,,,,,2400,8,C,C,A,RT 80,SFOBB METERING LIGHTS,5702,W,N,4/4/14,9335,8/2/13,2210,20461,,3,7,0,1,,1,82,-,Y,,0,0,,,0,,,,Y,3,A,-,22350,,N,A,H,-,C,D,0,Y,A,1,0,0,3,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.3365,37.85032
6167995,-122.2008339,37.7717247,2013,109,0,3,3,1,0,1,A,,,,,Y,300,7,E,I,A,FAIRFAX AV,BANCROFT AV,22,S,N,3/22/14,109,7/31/13,150,1,,5,7,0,0,,0,,-,N,,0,0,,,0,,,,Y,1,A,-,23152,A,N,A,H,-,C,A,0,Y,A,7,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.12025,37.46179
6167999,-122.1977872,37.75587082,2013,109,0,5,4,3,0,1,B,,,Y,,,2400,7,F,A,A,69TH AV,SNELL ST,157,N,N,3/22/14,109,7/19/13,2234,1,,5,7,0,0,,0,,-,N,,0,0,,,0,,,,Y,1,A,-,22350,,N,A,G,-,C,D,0,Y,C,2,0,0,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,-122.1153,37.452
6168954,-122.1819114,37.73754883,2013,109,0,1,4,8,0,1,A,,,,Y,,900,5,C,E,A,98TH AV,RAILROAD AV,40,S,N,2/22/14,109,5/20/13,745,8040,1,5,7,0,0,,0,31Y,-,N,,0,0,,,0,,,,Y,2,A,-,22107,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6171156,0,0,2013,109,1,5,4,3,0,1,B,,,,,,1200,8,C,C,A,RT 80,SAN FRANCISCO/ALAMEDA CO LINE,3907,E,N,3/29/14,9335,8/9/13,1145,20011,,1,7,0,1,,1,82,-,Y,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,D,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172214,0,0,2013,109,1,6,3,4,0,1,A,,,,,,1800,8,C,C,A,RT 80,TOLL PLAZA METERING LIGHTS,4118,W,N,3/25/14,9335,8/17/13,1750,18688,,2,7,0,1,,1,82,-,Y,,0,0,,,0,,,,Y,2,A,-,21703,,N,A,H,-,A,D,0,Y,A,1,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.33096,37.82115
6172470,-122.2555383,37.81998444,2013,109,1,2,4,7,0,2,A,,,,Y,,1800,5,B,C,A,RT 580,HARRISON ST,300,W,N,2/22/14,9370,5/21/13,1539,14859,,2,7,0,1,,2,54,-,Y,,0,0,,,0,,,,Y,3,A,-,21658,A,M,A,H,-,A,D,0,Y,F,25,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172584,-122.2872926,37.82670975,2013,109,1,7,4,3,0,1,A,,,,,,1800,7,C,C,A,RT 580,HOLLIS ST,800,W,N,3/22/14,9370,7/28/13,1510,20235,,2,7,0,1,,2,55,-,Y,,0,0,,,0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.28721,37.82675
6172765,0,0,2013,109,1,5,3,7,0,1,A,,,Y,,,2100,8,B,C,A,RT 880,10TH AV,240,S,N,3/25/14,9370,8/2/13,1800,20155,,2,7,0,1,,2,176,-,Y,,0,0,,,0,,,,Y,2,A,-,21658,A,N,A,H,-,A,D,0,Y,A,1,0,1,0,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,-122.25185,37.78866
6172766,-122.2656393,37.83753586,2013,109,1,7,4,3,0,1,A,,,,,Y,1200,8,C,C,A,RT 24,52ND ST,25,W,N,3/25/14,9370,8/4/13,1055,20356,,1,7,0,1,,2,98,-,Y,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,TO,-,OAKLAND,ALAMEDA,CA,-122.15536,37.50152
6172767,-122.2349065,37.80508041,2013,109,1,4,4,3,0,2,A,,,,,,1800,8,C,C,A,RT 580,PARK AV,500,W,N,3/25/14,9370,8/8/13,1657,20633,,2,7,0,1,,2,54,-,Y,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.23209,37.80337
6172768,-122.1867277,37.79986572,2013,109,3,7,3,8,0,2,A,,,,,,300,8,F,J,A,RT 13,REDWOOD RD,560,N,N,3/25/14,9370,8/4/13,20,19091,,3,7,0,1,,2,13,-,Y,,0,0,,,0,,,,Y,1,A,-,22107,,F,A,H,-,C,D,0,Y,A,1,0,2,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.111,37.4759
6172882,-122.1751231,37.78027344,2013,109,0,2,4,9,0,1,A,,,,,,1800,7,D,C,A,SEMINARY AV,OVERDALE AV,0,,Y,3/25/14,109,7/16/13,1541,8742,2,5,7,0,0,,0,29X,-,N,,0,0,,,0,,,,N,2,A,-,21802,A,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172886,-122.2912332,37.81232452,2013,109,0,1,4,9,0,1,A,,Y,,,,2400,7,H,G,A,MANDELA PKWY,16TH ST,0,,Y,3/26/14,109,7/8/13,2100,8347,1,5,7,0,0,,0,05X,-,N,,0,0,,,0,,,,N,2,A,-,21802,A,M,A,H,-,C,D,0,Y,A,1,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172890,0,0,2013,109,0,3,4,9,0,2,A,,,,,,1800,7,D,C,A,MOUNTAIN BL,RUSTING AV,0,,Y,3/26/14,109,7/17/13,1617,8522,2,5,7,0,0,,0,25X,-,N,,0,0,,,0,,,,Y,2,A,-,21802,A,N,A,H,-,A,A,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172894,-122.2682231,37.80436325,2013,109,0,4,4,12,0,3,A,,,,,,1200,7,D,C,A,15TH ST,WEBSTER ST,0,,Y,3/28/14,109,7/18/13,1103,8734,1,5,7,0,0,,0,04X,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,N,A,H,-,A,A,0,Y,-,-,0,0,3,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172898,-122.2642632,37.81559372,2013,109,0,3,4,6,0,1,A,,Y,,,,1800,7,D,G,A,BROADWAY,27TH ST,0,,Y,3/26/14,109,7/10/13,1716,9111,1,5,7,0,0,,0,08X,-,N,,0,0,,,0,,,,N,2,A,-,21755,,N,A,H,-,A,A,0,Y,L,4,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172902,-122.2886731,37.80257416,2013,109,0,4,3,0,0,2,B,,,,,,1200,7,D,C,A,5TH ST,ADELINE ST,0,,Y,3/26/14,109,7/11/13,1001,8619,1,5,7,0,0,,0,02X,-,N,,0,0,,,0,,,,Y,2,D,-,0,,N,A,H,-,A,A,0,Y,-,-,0,1,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172906,-122.2471531,37.79127502,2013,109,0,5,4,17,0,1,A,,Y,,,,1800,7,H,G,A,E 15TH ST,12TH AV,0,,Y,3/28/14,109,7/12/13,1730,8184,1,5,7,0,0,,0,19X,-,N,,0,0,,,0,,,,N,2,A,-,22517,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172910,-122.2906731,37.81377411,2013,109,0,6,4,9,0,5,A,,,,,,1500,7,B,C,A,MANDELA PKWY,18TH ST,0,,Y,3/26/14,109,7/13/13,1243,9091,1,5,7,0,0,,0,05X,-,N,,0,0,,,0,,,,Y,2,A,-,21802,A,N,A,H,-,A,A,0,Y,A,1,0,0,5,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172913,-122.2208931,37.77521515,2013,109,0,2,2,5,0,1,B,,Y,,,Y,2400,7,H,G,A,37TH AV,INTERNATIONAL BL,0,,Y,3/25/14,109,7/16/13,2219,9128,2,5,7,0,0,,0,23X,-,N,,0,0,,,0,,,,N,2,A,-,21650,1,N,A,H,-,C,D,0,Y,L,4,1,0,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172914,-122.2547231,37.82142639,2013,109,0,7,4,8,0,2,A,,,,,,2100,7,B,C,A,WEST MACARTHUR BL,FAIRMOUNT AV,0,,Y,3/26/14,109,7/14/13,1900,9070,1,5,7,0,0,,0,09X,-,N,,0,0,,,0,,,,N,2,A,-,22100,B,N,A,H,-,A,A,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172917,-122.2616632,37.82515335,2013,109,0,4,4,12,0,1,A,Y,,,,,1500,7,G,B,B,WEST MACARTHUR BL,WEBSTER ST,0,,Y,3/24/14,109,7/18/13,1230,9073,1,5,7,0,0,,0,08X,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,M,A,H,-,A,A,0,Y,-,99,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172946,-122.1869448,37.76203537,2013,109,0,5,4,6,0,1,A,,,Y,,,2100,7,A,C,A,70TH AV,MORKEN ST,125,N,N,3/26/14,109,7/5/13,1821,8964,2,5,7,0,0,,0,30X,-,N,,0,0,,,0,,,,N,2,A,-,21751,,N,A,H,-,A,D,0,Y,C,3,0,0,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,0,0
6172950,-122.2550632,37.79230499,2013,109,0,2,4,18,0,1,A,,,,,,1500,7,B,E,A,E 10TH ST,7TH AV,0,,N,3/26/14,109,7/9/13,1251,9125,1,5,7,0,0,,0,19X,-,N,,0,0,,,0,,,,Y,3,C,-,0,,N,A,H,-,A,D,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172954,-122.2736331,37.80530548,2013,109,0,5,3,12,0,1,A,,,,,,1800,7,D,C,A,CLAY ST,14TH ST,0,,Y,3/26/14,109,7/19/13,1638,8549,1,5,7,0,0,,0,04X,-,N,,0,0,,,0,,,,Y,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,8,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6172958,-122.2128487,37.73614502,2013,109,0,5,4,3,0,2,A,,,,,,1800,7,C,C,A,DOOLITTLE DR,LANGLEY ST,20,W,N,3/26/14,109,7/19/13,1549,8257,2,5,7,0,0,,0,31X,-,N,,0,0,,,0,,,,Y,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6173782,0,0,2013,109,1,7,4,3,0,1,A,,,,,,600,8,C,C,A,RT 580,SEMINARY AV,1000,E,N,3/29/14,9370,8/11/13,404,20657,,3,7,0,1,,2,52,-,Y,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,C,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.1014,37.46461
6173786,-122.2210111,37.76919937,2013,109,1,7,4,11,0,1,A,Y,,,,,300,8,G,B,E,RT 880,HIGH ST,400,N,N,3/29/14,9370,8/11/13,150,20656,,3,7,0,1,,2,176,-,Y,,0,0,,,0,,,,N,2,A,-,21956,,N,A,H,-,C,D,0,Y,N,60,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.22488,37.7721
6173790,-122.2485089,37.78773499,2013,109,1,2,4,3,0,1,A,,,,,,1500,8,C,C,A,RT 880,16TH AV,1320,N,N,3/29/14,9370,8/13/13,1200,20633,,1,7,0,1,,2,177,-,Y,,0,0,,,0,,,,Y,3,A,-,22350,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.2476,37.78713
6174031,0,0,2013,109,1,1,4,3,0,1,A,,,,,,2100,8,D,C,A,RT 80,SFOBB TP,300,W,N,4/1/14,9335,8/5/13,2023,19799,,2,7,0,1,,2,84,-,Y,,0,0,,,0,,,,N,3,A,-,22350,,N,A,H,-,C,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175654,-122.2748157,37.84085464,2013,109,0,1,4,11,0,1,A,Y,,,,,2100,5,G,B,D,AILEEN ST,ADELINE ST,50,W,N,2/22/14,109,5/13/13,1909,8390,1,5,7,0,0,,0,10Y,-,N,,0,0,,,0,,,,N,2,A,-,21954,A,N,A,H,-,A,D,0,Y,N,60,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175655,-122.2623558,37.8370285,2013,109,0,1,3,8,0,1,A,,Y,,,,1500,7,H,G,A,TELEGRAPH AV,51ST ST,62,S,N,3/20/14,109,7/29/13,1350,8339,1,5,7,0,0,,0,12X,-,N,,0,0,,,0,,,,N,2,A,-,22107,,N,A,H,-,A,A,0,Y,I,20,0,1,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175656,-122.1873731,37.78478622,2013,109,0,3,4,12,0,1,A,,,,,,1500,7,D,C,A,CALAVERAS AV,BUELL ST,0,,Y,3/22/14,109,7/24/13,1449,8480,2,5,7,0,0,,0,25X,-,N,,0,0,,,0,,,,Y,2,A,-,22450,A,N,A,H,-,A,A,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175657,-122.172743,37.75992584,2013,109,0,6,4,12,0,1,A,,,,,,2100,8,D,C,A,81ST AV,OLIVE ST,0,,Y,3/24/14,109,8/3/13,1951,9019,2,5,7,0,0,,0,30X,-,N,,0,0,,,0,,,,N,2,A,-,22450,A,M,A,H,-,A,A,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175749,-122.2600814,37.83467484,2013,109,0,2,3,18,0,1,A,,Y,,,,1800,7,H,G,A,WEBSTER ST,48TH ST,159,N,N,3/24/14,109,7/23/13,1533,9119,1,5,7,0,0,,0,12X,-,N,,0,0,,,0,,,,N,2,C,-,0,,N,A,H,-,A,D,0,Y,-,-,0,1,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175750,-122.2191031,37.79304504,2013,109,0,2,4,10,0,1,A,Y,,,,,1800,7,G,B,B,FRUITVALE AV,BROOKDALE AV,0,,Y,3/24/14,109,7/23/13,1630,8077,1,5,7,0,0,,0,21X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,N,A,H,-,A,D,0,Y,A,7,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175751,-122.172873,37.75676346,2013,109,0,2,3,12,0,2,A,,,Y,,,2100,7,D,C,A,84TH AV,BIRCH ST,0,,Y,3/24/14,109,7/23/13,2011,8459,2,5,7,0,0,,0,34X,-,N,,0,0,,,0,,,,N,3,A,-,22450,A,N,A,H,-,B,A,0,Y,C,6,0,1,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,0,0
6175752,-122.2964107,37.80676651,2013,109,0,3,4,9,0,1,A,,,,,,1800,7,B,C,A,8TH ST,HENRY ST,100,E,N,3/24/14,109,7/24/13,1536,9128,1,5,7,0,0,,0,02Y,-,N,,0,0,,,0,,,,N,2,A,-,21801,A,N,A,H,-,A,D,0,Y,A,7,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175753,-122.2541332,37.84713364,2013,109,0,3,3,8,0,1,A,,Y,,,,1800,7,H,G,A,CLAREMONT AV,60TH ST,0,,Y,3/24/14,109,7/24/13,1616,9119,1,5,7,0,0,,0,12Y,-,N,,0,0,,,0,,,,N,2,A,-,22107,,N,A,H,-,A,D,0,Y,L,4,0,1,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175754,-122.2486139,37.79820633,2013,109,0,5,4,3,0,1,A,,,,,,1800,7,C,E,A,6TH AV,19TH ST,63,S,N,3/24/14,109,7/12/13,1520,8347,1,5,7,0,0,,0,17X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,M,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175755,-122.1931413,37.74568176,2013,109,0,7,3,0,0,1,-,Y,,,,,300,7,H,B,E,BALDWIN ST,MCCLARY CT,135,W,N,4/8/14,109,7/28/13,142,9019,2,5,7,0,0,,0,31X,-,N,,0,0,,,0,,,,N,2,D,-,0,,F,A,-,-,C,A,0,Y,-,-,0,1,0,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175756,-122.2636458,37.81110001,2013,109,0,3,3,17,0,1,A,,Y,,,,1800,7,E,G,A,GRAND AV,VALDEZ ST,200,E,N,3/24/14,109,7/17/13,1745,9140,1,5,7,0,0,,0,04X,-,N,,0,0,,,0,,,,N,2,A,-,22517,,F,A,H,-,A,D,0,Y,A,1,0,1,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175801,-122.2561431,37.84463501,2013,109,0,6,4,10,0,1,A,Y,,,,,2400,5,B,B,B,CLAREMONT AV,FOREST ST,0,,Y,2/28/14,109,5/18/13,2235,8662,1,5,7,0,0,,0,12,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,N,A,H,-,C,A,0,Y,A,1,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175803,-122.167294,37.75555038,2013,109,0,7,4,8,0,1,A,,Y,,,,2400,6,C,G,A,BANCROFT AV,87TH AV,40,E,N,3/10/14,109,6/23/13,2345,9021,2,5,7,0,0,,0,34X,-,N,,0,0,,,0,,,,N,3,A,-,22107,,M,A,H,-,C,D,0,Y,A,1,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175804,-122.1643331,37.75426483,2013,109,0,7,4,8,0,1,-,,,,,,2400,6,C,C,A,90TH AV,DOWLING ST,0,,Y,3/10/14,109,6/30/13,2158,8201,2,5,7,0,0,,0,35X,-,N,,0,0,,,0,,,,Y,4,A,-,22107,,M,A,-,-,C,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175808,-122.1871031,37.75922394,2013,109,0,2,4,11,0,1,B,Y,,,,,300,6,A,B,D,INTERNATIONAL BL,73RD AV,0,,Y,3/10/14,109,6/25/13,156,8222,2,5,7,0,0,,0,30X,-,N,,0,0,,,0,,,,N,2,A,-,21954,A,M,A,H,-,C,D,0,Y,N,60,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6175924,-122.2403501,37.78354263,2013,109,1,5,4,8,0,1,A,,,Y,,,1200,8,F,A,A,RT 880,16TH AV,1495,S,N,3/25/14,9370,8/9/13,1150,19985,,1,7,0,1,,2,177,-,Y,,0,0,,,0,,,,N,1,A,-,22107,,N,A,D,-,A,D,0,Y,C,2,0,0,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,-122.23999,37.78321
6175999,-122.2294632,37.8012085,2013,109,1,7,2,1,0,4,A,,,,,Y,300,8,A,C,A,RT 580,BEAUMONT AV,180,W,N,3/25/14,9370,8/11/13,220,19091,,3,7,0,1,,2,53,-,Y,,0,0,,,0,,,,Y,2,A,-,23152,A,N,A,H,-,C,D,0,Y,A,1,3,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.13459,37.48049
6176039,-122.2338075,37.80441284,2013,109,1,5,4,11,0,1,B,Y,,,,,600,8,G,B,D,RT 580,PARK AV,100,W,N,10/14/14,9370,8/9/13,309,19801,,3,7,0,1,,2,54,-,Y,,0,0,,,0,,,,N,2,A,-,21954,A,N,B,H,-,D,D,0,Y,N,60,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.23396,37.80473
6176847,-122.2690332,37.81181335,2013,109,0,4,4,-,0,1,A,,,,,,2100,6,D,C,A,GRAND AV,TELEGRAPH AV,0,,Y,3/10/14,109,6/20/13,1947,8339,1,5,7,0,0,,0,08X,-,N,,0,0,,,0,,,,N,3,A,-,0,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6178675,0,0,2013,109,1,6,4,3,0,1,A,,,,,,1500,7,C,C,A,RT 580,MANDELA PKWY,153,W,N,3/22/14,9370,7/27/13,1410,20292,,2,7,0,1,,2,55,-,Y,,0,0,,,0,,,,N,2,A,-,22350,,M,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.17249,37.49379
6179052,-122.2684831,37.82970428,2013,109,0,4,4,18,0,1,A,,Y,,,,1200,8,H,G,A,MARTIN LUTHER KING JR WY,40TH ST,0,,Y,4/1/14,109,8/1/13,1004,9083,1,5,7,0,0,,0,06X,-,N,,0,0,,,0,,,,N,2,C,-,0,,N,A,H,-,A,A,0,Y,-,-,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6180197,-122.2254998,37.77230835,2013,109,1,7,4,3,0,1,A,,,Y,,,1800,7,B,C,A,RT 880,FRUITVALE AV,790,S,N,3/22/14,9370,7/28/13,1735,16710,,2,7,0,1,,2,176,-,Y,,0,0,,,0,,,,Y,3,A,-,22350,,N,A,H,-,A,D,0,Y,C,2,0,0,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,-122.2254,37.77231
6180897,-122.234588,37.79323196,2013,109,0,4,4,8,0,1,A,,,,,,300,7,A,E,A,19TH AV,E 23RD ST,100,N,N,3/19/14,109,7/25/13,15,9070,1,5,7,0,0,,0,18Y,-,N,,0,0,,,0,,,,N,2,A,-,22107,,N,A,H,-,C,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6180909,-122.272883,37.80949402,2013,109,0,4,4,10,0,1,A,Y,,,,,2100,7,G,B,B,WILLIAM ST,SAN PABLO AV,3,E,N,3/19/14,109,7/18/13,1820,9140,1,5,7,0,0,,0,04X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6180913,-122.2780431,37.80527496,2013,109,0,4,2,12,0,2,A,,,,,,1500,7,D,C,A,12TH ST,CASTRO ST,0,,Y,3/22/14,109,7/18/13,1310,8652,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,Y,2,A,-,21453,A,N,A,H,-,A,A,0,Y,-,-,1,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6180917,-122.2882531,37.80382538,2013,109,0,4,4,9,0,1,A,,,,,,900,7,D,C,A,7TH ST,ADELINE ST,0,,Y,3/19/14,109,7/18/13,740,8606,1,5,7,0,0,,0,02X,-,N,,0,0,,,0,,,,N,2,A,-,21801,A,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
