CASEID,POINT_X,POINT_Y,YEAR_,LOCATION,CHPTYPE,DAYWEEK,CRASHSEV,VIOLCAT,KILLED,INJURED,WEATHER1,PEDCOL,BICCOL,MCCOL,TRUCKCOL,ETOH,TIMECAT,MONTH_,CRASHTYP,INVOLVE,PED,PRIMARYRD,SECONDRD,DISTANCE,DIRECT,INTERSECT_,PROCDATE,JURIS,DATE_,TIME_,BADGE,JURIDIST,SHIFT,POP,SPECIAL,BEATTYPE,LAPDDIV,BEATCLAS,BEATNUMB,WEATHER2,STATEHW,CALTRANC,CALTRAND,STROUTE,ROUTESUF,POSTPRE,POSTMILE,LOCATYPE,RAMP,SIDEHW,TOWAWAY,PARTIES,PCF,VIOLCODE,VIOL,VIOLSUB,HITRUN,ROADSURF,RDCOND1,RDCOND2,LIGHTING,RIGHTWAY,CHPRDTYP,NOTPRIV,STFAULT,CHPFAULT,SEVINJ,OTHERINJ,COP,PEDKILL,PEDINJ,BICKILL,BICINJ,MCKILL,MCINJURE,RAMP1,RAMP2,CITY,COUNTY,STATE,X_CHP,Y_CHP
6813924,-122.2614634,37.82510956,2014,109,0,1,4,3,0,1,B,,,,,,1800,12,C,C,A,W MACARTHUR BL,WEBSTER,60,E,N,3/6/15,109,12/15/14,1752,9211,1,5,7,0,0,,0,08X,-,N,,0,0,,,0,,,,N,3,A,-,22350,,N,B,H,-,C,A,0,Y,A,8,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813927,-122.1962032,37.74553487,2014,109,0,1,4,3,0,1,A,,,,,,1200,12,D,C,A,HEGENBERGER RD,COLLINS DR,0,,Y,3/6/15,109,12/1/14,1101,9267,2,5,7,0,0,,0,31Y,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813929,-122.2212231,37.78765486,2014,109,0,5,3,8,0,1,B,,Y,,,,1500,10,A,G,A,FRUITVALE AV,LOGAN ST,0,,Y,3/9/15,109,10/31/14,1438,9307,1,5,7,0,0,,0,21X,-,N,,0,0,,,0,,,,N,2,A,-,22107,,N,A,H,-,A,D,0,Y,A,1,0,1,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813931,-122.1640632,37.75118489,2014,109,0,3,4,9,0,2,C,,,,,,900,12,D,C,A,BANCROFT AV,94TH AV,0,,Y,3/6/15,109,12/3/14,706,9365,2,5,7,0,0,,0,35X,-,N,,0,0,,,0,,,,Y,2,A,-,21802,A,N,B,H,-,B,A,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813932,-122.2538938,37.8087303,2014,109,0,5,4,11,0,1,-,Y,,,,,1800,12,G,B,D,STATEN AV,GRAND AV,13,W,N,3/6/15,109,12/5/14,1750,9124,1,5,7,0,0,,0,14X,-,N,,0,0,,,0,,,,N,2,A,-,21954,A,N,A,H,-,B,A,0,Y,N,60,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813936,-122.2717931,37.79858485,2014,109,0,2,4,10,0,1,A,Y,,,,,1500,12,G,B,B,7TH ST,WEBSTER ST,0,,Y,3/6/15,109,12/23/14,1345,8086,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813940,-122.220653,37.77985489,2014,109,0,1,4,8,0,1,B,,,,,,900,12,D,C,A,E 17TH ST,35TH AV,0,,Y,3/6/15,109,12/1/14,822,9371,2,5,7,0,0,,0,25X,-,N,,0,0,,,0,,,,N,3,A,-,22107,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813943,-122.2615432,37.84306488,2014,109,0,4,2,9,0,1,A,,,Y,,,1500,12,D,C,A,TELEGRAPH AV,57TH ST,0,,Y,3/6/15,109,12/25/14,1415,9391,1,5,7,0,0,,0,12Y,-,N,,0,0,,,0,,,,Y,2,A,-,21802,A,N,A,H,-,A,D,0,Y,A,1,1,0,0,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,0,0
6813947,-122.2940922,37.81911619,2014,109,0,3,4,3,0,1,B,,,,,,1200,12,C,C,A,W GRAND AV,FRONTAGE RD,25,E,N,3/6/15,109,12/10/14,949,9323,1,5,7,0,0,,0,05Y,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813951,-122.2751731,37.79814488,2014,109,0,4,3,12,0,4,B,,,,,,1500,12,D,C,A,BROADWAY,5TH ST,0,,Y,3/6/15,109,12/4/14,1345,9326,1,5,7,0,0,,0,01X,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,1,0,1,3,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813978,-122.2185178,37.79449802,2014,109,0,5,4,4,0,1,A,,,,,,1800,11,C,C,A,FRUITVALE AV,NICOLE AV,5,N,N,3/5/15,109,11/14/14,1624,9199,1,5,7,0,0,,0,21X,-,N,,0,0,,,0,,,,N,2,A,-,21703,,N,A,H,-,A,D,0,Y,A,8,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813982,-122.2512031,37.82733492,2014,109,0,1,4,10,0,1,A,Y,,,,,600,11,G,B,B,LINDA AV,PIEDMONT AV,0,,Y,3/5/15,109,11/10/14,558,9283,1,5,7,0,0,,0,09X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813986,-122.2345475,37.78256311,2014,109,0,2,4,9,0,1,A,,,,,,900,11,D,C,A,INTERNATIONAL BL,24TH AV,30,W,N,3/5/15,109,11/18/14,755,9245,1,5,7,0,0,,0,20X,-,N,,0,0,,,0,,,,N,2,A,-,21804,A,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813987,-122.1769582,37.76567066,2014,109,0,2,4,3,0,1,A,,,,,,900,11,C,C,A,BANCROFT AV,73RD AV,95,E,N,3/5/15,109,11/4/14,650,8867,2,5,7,0,0,,0,30X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,M,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813990,-122.2348331,37.77335484,2014,109,0,4,4,5,0,1,B,,Y,,,,1500,11,D,G,A,FORD ST,29TH AV,0,,Y,3/5/15,109,11/13/14,1219,9153,1,5,7,0,0,,0,20X,-,N,,0,0,,,0,,,,N,2,A,-,21650,1,N,A,H,-,A,D,0,Y,L,4,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813991,-122.153307,37.76872122,2014,109,0,2,4,21,0,1,A,,,,,,900,11,C,C,A,FONTAINE OVERPASS,MOUNTAIN BL,12,N,N,3/5/15,109,11/4/14,815,8867,2,5,7,0,0,,0,35X,-,N,,0,0,,,0,,,,N,2,A,-,22106,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6813998,-122.1739031,37.74274496,2014,109,0,6,4,8,0,1,A,,,,,,1800,11,B,C,A,98TH AV,B ST,0,,Y,3/5/15,109,11/8/14,1500,9252,2,5,7,0,0,,0,31X,-,N,,0,0,,,0,,,,N,2,A,-,22107,,F,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6814512,-122.1880931,37.78317494,2014,109,0,6,4,9,0,2,B,,,,,,1800,12,D,C,A,MACARTHUR BL,PIERSON ST,0,,Y,3/25/15,109,12/20/14,1541,9261,2,5,7,0,0,,0,28X,-,N,,0,0,,,0,,,,Y,3,A,-,21802,A,N,A,H,-,B,A,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6814710,-122.2007906,37.79394177,2014,109,0,6,4,21,0,1,C,,,,,,1200,11,C,C,A,MACARTHUR BL,35TH AV,48,W,N,3/26/15,109,11/29/14,1140,8137,1,5,7,0,0,,0,22Y,-,N,,0,0,,,0,,,,N,2,A,-,22106,,N,B,-,-,A,A,0,Y,J,48,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6817241,-122.2750999,37.82628978,2014,109,0,7,4,8,0,1,A,,,,,,1200,10,B,C,A,36TH ST,MARKET ST,20,W,N,4/2/15,109,10/26/14,1135,8427,1,5,7,0,0,,0,06X,-,N,,0,0,,,0,,,,N,2,A,-,22101,D,N,A,H,-,A,A,0,Y,D,23,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6817269,0,0,2014,109,0,6,4,3,0,1,A,,,,,,1800,11,C,C,A,LAKE MERRITT BL,12TH ST,100,S,N,3/5/15,109,11/8/14,1756,9192,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,N,3,A,-,22350,,M,A,H,-,C,A,0,Y,A,7,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6817546,-122.2203988,37.78026383,2014,109,0,6,4,1,0,2,A,Y,,,,Y,2100,12,B,C,E,35TH AV,E 17TH ST,166,N,N,2/26/15,109,12/27/14,1834,9251,2,5,7,0,0,,0,23X,-,N,,0,0,,,0,,,,Y,5,A,-,23152,A,N,A,H,-,C,D,0,Y,A,1,0,0,2,0,2,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6817587,-122.2234733,37.77363226,2014,109,0,1,4,4,0,1,A,,,,,,900,10,C,C,A,SAN LEANDRO ST,36TH AV,20,W,N,2/23/15,109,10/27/14,755,9301,2,5,7,0,0,,0,23X,-,N,,0,0,,,0,,,,Y,3,A,-,21703,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6817591,-122.2632731,37.81503491,2014,109,0,4,3,8,0,1,A,,Y,,,,1500,10,H,G,A,27TH ST,VALDEZ ST,0,,Y,2/23/15,109,10/2/14,1310,9231,1,5,7,0,0,,0,08X,-,N,,0,0,,,0,,,,N,2,A,-,21717,,N,A,H,-,A,D,0,Y,A,1,0,1,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6817595,-122.2373732,37.77543493,2014,109,0,2,4,9,0,1,A,,,,,,1800,10,D,C,A,E 7TH ST,KENNEDY ST,0,,Y,2/23/15,109,10/28/14,1530,9276,1,5,7,0,0,,0,19X,-,N,,0,0,,,0,,,,Y,2,A,-,21801,A,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6817669,-122.1695836,37.77439054,2014,109,0,4,4,1,0,2,A,,,,,Y,1500,12,B,C,A,SUNKIST DR,HILLMONT ST,6,E,N,2/24/15,109,12/25/14,1304,7715,2,5,7,0,0,,0,29X,-,N,,0,0,,,0,,,,Y,2,A,-,23152,A,N,A,H,-,A,D,0,Y,A,7,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6820884,-122.1804046,37.76367252,2014,109,0,2,4,3,0,2,B,,,,,,900,12,C,C,A,73RD AV,ARTHUR ST,15,N,N,3/9/15,109,12/9/14,720,9123,2,5,7,0,0,,0,30X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,B,0,Y,D,22,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6820908,-122.1795531,37.75556488,2014,109,0,7,4,3,0,2,A,,,,,,300,12,C,C,A,INTERNATIONAL BL,82ND AV,0,,Y,3/9/15,109,12/28/14,20,9150,2,5,7,0,0,,0,30X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,M,A,H,-,C,A,0,Y,D,22,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6820912,-122.2270487,37.77526389,2014,109,0,5,4,8,0,1,B,,,,,,2100,11,B,C,A,FRUITVALE AV,SAN LEANDRO ST,20,S,N,3/5/15,109,11/28/14,1930,9351,2,5,7,0,0,,0,23X,-,N,,0,0,,,0,,,,N,2,A,-,22107,,M,A,H,-,C,A,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6820955,-122.2743032,37.79956487,2014,109,0,4,4,0,0,1,C,,,,Y,,900,12,D,C,A,7TH ST,BROADWAY,0,,Y,3/12/15,109,12/11/14,809,9326,1,5,7,0,0,,0,03Y,G,N,,0,0,,,0,,,,N,2,D,-,0,,N,B,H,-,A,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6820959,-122.2701931,37.84133495,2014,109,0,3,3,9,0,1,B,,,,Y,,1800,12,D,C,A,MARTIN LUTHER KING JR WY,AILEEN ST,0,,Y,3/9/15,109,12/10/14,1550,9190,1,5,7,0,0,,0,10X,-,N,,0,0,,,0,,,,Y,2,A,-,21802,A,N,A,H,-,A,A,0,Y,F,26,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822284,-122.2630231,37.8093349,2014,109,0,1,4,12,0,3,B,,,,,,1800,12,A,C,A,HARRISON ST,21ST ST,0,,Y,2/25/15,109,12/8/14,1753,9246,1,5,7,0,0,,0,04X,-,N,,0,0,,,0,,,,N,4,A,-,21453,A,F,A,H,-,C,A,0,Y,A,1,0,0,3,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822288,-122.2379531,37.79645485,2014,109,0,1,4,12,0,1,B,,,,,,2400,12,B,C,A,E 24TH ST,13TH AV,0,,Y,2/25/15,109,12/8/14,2124,9350,1,5,7,0,0,,0,17Y,-,N,,0,0,,,0,,,,N,2,A,-,22450,A,F,A,H,-,C,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822292,-122.1844232,37.76767491,2014,109,0,6,4,12,0,1,B,,,,,,1200,12,D,C,A,ARTHUR ST,HAVENSCOURT BL,0,,Y,2/25/15,109,12/13/14,1144,9250,2,5,7,0,0,,0,28X,-,N,,0,0,,,0,,,,N,2,A,-,22450,A,M,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822299,-122.1783232,37.73330491,2014,109,0,2,4,11,0,1,C,Y,,,,,2100,12,G,B,D,105TH AV,EDES AV,0,,Y,2/25/15,109,12/2/14,1822,9356,2,5,7,0,0,,0,31X,-,N,,0,0,,,0,,,,N,2,A,-,21456,B,N,B,H,-,C,A,0,Y,N,60,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822303,-122.2657332,37.80132487,2014,109,0,6,4,12,0,1,B,,,,,,1200,12,D,C,A,13TH ST,JACKSON ST,0,,Y,3/2/15,109,12/13/14,1050,9120,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,N,A,H,-,A,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822307,-122.2662531,37.79809493,2014,109,0,3,3,12,0,2,B,,,,,,1500,12,D,C,A,9TH ST,MADISON ST,0,,Y,2/25/15,109,12/24/14,1202,9326,1,5,7,0,0,,0,03Y,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,1,0,1,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822311,-122.1709132,37.76986495,2014,109,0,3,4,12,0,2,B,,,,,,900,12,A,C,A,NEY AV,73RD AV,0,,Y,2/25/15,109,12/10/14,857,9371,2,5,7,0,0,,0,30Y,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,M,A,H,-,A,A,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822315,-122.2856531,37.81106495,2014,109,0,5,4,12,0,1,B,,,,,,1800,12,D,C,A,ADELINE ST,16TH ST,0,,Y,2/25/15,109,12/5/14,1745,9126,1,5,7,0,0,,0,05X,-,N,,0,0,,,0,,,,N,2,A,-,22450,A,M,B,H,-,A,A,0,Y,-,,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822319,-122.172873,37.75676491,2014,109,0,1,4,3,0,1,A,,,,,,1500,12,D,C,A,BIRCH ST,84TH AV,0,,Y,2/25/15,109,12/8/14,1312,9172,2,5,7,0,0,,0,34X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,F,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822908,-122.1816831,37.7711049,2014,109,0,6,4,12,0,2,A,,,,,,2400,8,D,C,A,BRANN ST,HAVENSCOURT,0,,Y,4/13/15,109,8/30/14,2236,9253,2,5,7,0,0,,0,29X,-,N,,0,0,,,0,,,,Y,5,A,-,22450,A,N,A,H,-,A,A,0,Y,A,7,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822926,-122.2227731,37.7837449,2014,109,0,2,4,0,0,1,A,,,,,,900,12,D,C,A,FOOTHILL BL,FRUITVALE AV,0,,Y,3/12/15,109,12/23/14,720,7726,1,5,7,0,0,,0,21X,-,N,,0,0,,,0,,,,N,2,D,-,0,,N,A,H,-,A,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822958,-122.2502131,37.79840495,2014,109,0,5,4,0,0,2,A,,,,,,900,11,D,C,A,E 18TH ST,5TH AV,0,,Y,3/12/15,109,11/21/14,728,9153,1,5,7,0,0,,0,17X,-,N,,0,0,,,0,,,,Y,2,D,-,0,,N,A,H,-,A,A,0,Y,-,-,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6822960,-122.2141431,37.77056495,2014,109,0,5,4,9,0,2,B,,,,,,1800,11,D,C,A,E 12TH ST,45TH AV,0,,Y,3/10/15,109,11/21/14,1621,9350,2,5,7,0,0,,0,26X,-,N,,0,0,,,0,,,,Y,2,A,-,21802,A,N,A,H,-,A,A,0,Y,D,22,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6824483,0,0,2014,109,0,6,4,0,0,1,A,,,,,,1200,11,D,C,A,BEAUMONT AV,CHATHAM RD,0,,Y,3/10/15,109,11/29/14,1036,7940,1,5,7,0,0,,0,17X,-,N,,0,0,,,0,,,,Y,3,D,-,0,,N,A,H,-,A,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6824517,0,0,2014,109,0,3,4,8,0,1,A,,,,,,600,11,D,E,A,LAKESHORE AV,WAYNE AV,960,S,N,3/26/15,109,11/12/14,544,9235,1,5,7,0,0,,0,15X,-,N,,0,0,,,0,,,,Y,5,A,-,22107,,N,A,H,-,C,D,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6824518,-122.165833,37.75356487,2014,109,0,5,4,21,0,1,A,,,,,,1200,11,C,C,A,BANCROFT AV,90TH AV,0,,Y,3/26/15,109,11/14/14,1153,9251,2,5,7,0,0,,0,35X,-,N,,0,0,,,0,,,,N,2,A,-,22106,,N,A,H,-,A,A,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6824519,-122.2109631,37.79635491,2014,109,0,2,4,9,0,1,C,Y,,,,,300,12,B,C,-,COLLIDGE AV,HAROLD ST,0,,Y,3/9/15,109,12/16/14,25,9303,1,5,7,0,0,,0,21Y,-,N,,0,0,,,0,,,,N,2,A,-,21802,A,N,B,H,-,C,A,0,Y,N,60,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6824520,-122.2145231,37.83275491,2014,109,0,2,4,11,0,1,C,Y,,,,,1800,12,G,B,D,THORNHILL DR,MOUNTAIN BL,0,,Y,3/9/15,109,12/2/14,1555,9097,1,5,7,0,0,,0,13X,-,N,,0,0,,,0,,,,N,2,A,-,21954,A,N,B,H,-,A,D,0,Y,N,60,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827340,-122.2095832,37.8267049,2014,109,0,1,4,10,0,1,B,Y,,,,,1800,12,G,B,B,LA SALLE AV,MOUNTAIN BL,0,,Y,3/9/15,109,12/1/14,1530,9097,1,5,7,0,0,,0,13X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827362,-122.1840301,37.73816792,2014,109,0,5,4,8,0,2,C,,,,,,2400,12,A,C,A,WALTER AV,TYLER ST,23,E,N,3/11/15,109,12/19/14,2301,9321,2,5,7,0,0,,0,31Y,-,N,,0,0,,,0,,,,Y,2,A,-,22107,,F,B,H,-,C,D,0,Y,A,7,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827366,-122.2733163,37.83304208,2014,109,0,5,4,10,0,1,C,Y,,,,,2100,12,A,B,B,43RD ST,MARKET ST,5,E,N,3/11/15,109,12/19/14,1958,9215,1,5,7,0,0,,0,10X,G,N,,0,0,,,0,,,,N,2,A,-,21950,A,M,B,H,-,C,A,0,Y,-,99,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827422,-122.2460434,37.8146345,2014,109,0,4,4,3,0,1,C,,,,,,1800,12,C,C,A,GRAND AV,MANDANA BL,160,N,N,3/11/15,109,12/11/14,1524,8397,1,5,7,0,0,,0,14Y,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,B,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827426,-122.1768586,37.75590626,2014,109,0,3,4,3,0,1,C,,,,,,2100,12,C,C,A,HOLLY ST,83RD AV,8,E,N,3/11/15,109,12/3/14,2030,9313,2,5,7,0,0,,0,34X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,M,B,H,-,C,D,0,Y,A,7,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827430,-122.1913312,37.74405824,2014,109,0,1,3,3,0,2,A,,,,,,2400,12,C,C,A,85TH AV,BALDWIN ST,10,S,N,3/11/15,109,12/1/14,2212,9254,2,5,7,0,0,,0,31X,-,N,,0,0,,,0,,,,Y,2,A,-,22350,,M,A,H,-,C,D,0,Y,-,99,0,1,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827434,-122.1723807,37.76214496,2014,109,0,5,4,8,0,1,C,,,,,,600,12,C,E,A,RITCHIE ST,BANCROFT AV,100,N,N,3/11/15,109,12/12/14,550,9128,2,5,7,0,0,,0,30Y,-,N,,0,0,,,0,,,,N,4,A,-,22107,,M,B,G,-,C,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827441,-122.2533702,37.80360547,2014,109,0,6,3,21,0,1,A,Y,Y,,,,900,11,H,G,-,LAKESHORE AV,HANOVER AV,415,N,N,4/7/15,109,11/15/14,845,9194,1,5,7,0,0,,0,15X,-,N,,0,0,,,0,,,,N,2,A,-,22106,,N,A,H,-,A,D,0,Y,N,60,0,1,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827458,-122.1673926,37.74582571,2014,109,0,7,4,8,0,1,A,,Y,,,,900,11,H,G,A,98TH AV,PLYMOUTH ST,50,S,N,3/11/15,109,11/2/14,802,9092,2,5,7,0,0,,0,32X,-,N,,0,0,,,0,,,,N,2,A,-,22107,,M,A,H,-,A,A,0,Y,L,4,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827466,-122.1879631,37.76639489,2014,109,0,7,4,10,0,1,B,Y,,,,,900,11,G,B,B,66TH AV,AVENAL AV,0,,Y,3/11/15,109,11/16/14,800,9250,2,5,7,0,0,,0,28X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,F,A,H,-,A,D,0,Y,-,99,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827470,-122.2100292,37.78373998,2014,109,0,7,4,9,0,1,A,,,,,,900,11,D,C,A,38TH AV,AQUA VISTA ST,50,S,N,3/11/15,109,11/23/14,734,9229,2,5,7,0,0,,0,24X,-,N,,0,0,,,0,,,,Y,2,A,-,21801,A,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827473,-122.2674472,37.80568032,2014,109,0,2,4,8,0,1,A,,,,,,1500,11,D,C,A,WEBSTER ST,17TH ST,30,S,N,3/11/15,109,11/11/14,1322,9372,1,5,7,0,0,,0,,-,N,,0,0,,,0,,,,N,2,A,-,22107,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827474,-122.2657771,37.84950226,2014,109,0,6,4,3,0,1,A,,,,,,1800,11,C,C,A,SHATTACK AV,ALCATRAZ AV,10,N,N,3/11/15,109,11/15/14,1533,9238,1,5,7,0,0,,0,11X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827477,-122.1791576,37.76761801,2014,109,0,5,4,3,0,2,A,,,,,,1800,11,C,C,A,BANCROFT AV,CHURCH ST,200,E,N,3/11/15,109,11/14/14,1700,9349,2,5,7,0,0,,0,30Y,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,C,A,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827481,-122.2634631,37.83302486,2014,109,0,6,4,3,0,1,A,,,,,,1500,11,C,C,A,SHATTUCK AV,45TH ST,0,,Y,3/11/15,109,11/22/14,1423,9194,1,5,7,0,0,,0,12X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827485,-122.2628997,37.83503841,2014,109,0,3,4,3,0,1,A,,,,,,1200,11,C,C,A,TELEGRAPH AV,49TH ST,5,N,N,3/11/15,109,11/26/14,1131,8660,1,5,7,0,0,,0,12X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6827489,-122.2547231,37.81947493,2014,109,0,7,3,10,0,1,A,Y,,,,,1200,11,G,B,B,HARRISON ST,RT 580,0,,Y,3/11/15,109,11/9/14,1018,9255,1,5,7,0,0,,0,08X,-,Y,,0,0,,,0,,,,N,2,A,-,21950,A,N,A,H,-,A,D,0,Y,A,7,0,1,0,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
